OrphaCode,Name,Linearization Class
645388,Hemi-myelomeningocele,Rare developmental defect during embryogenesis
645393,Hemi-myeloschisis,Rare developmental defect during embryogenesis
306669,Hemiparkinsonism-hemiatrophy syndrome,Rare neurologic disease
2132,Hemoglobin C disease,Rare hematologic disease
231242,Hemoglobin C-beta-thalassemia syndrome,Rare hematologic disease
90039,Hemoglobin D disease,Rare hematologic disease
2133,Hemoglobin E disease,Rare hematologic disease
231249,Hemoglobin E-beta-thalassemia syndrome,Rare hematologic disease
93616,Hemoglobin H disease,Rare hematologic disease
330032,Hemoglobin Lepore-beta-thalassemia syndrome,Rare hematologic disease
330041,Hemoglobin M disease,Rare hematologic disease
280615,Hemoglobinopathy Toms River,Rare hematologic disease
86817,Hemolytic anemia due to adenylate kinase deficiency,Rare hematologic disease
714,Hemolytic anemia due to diphosphoglycerate mutase deficiency,Rare hematologic disease
99138,Hemolytic anemia due to erythrocyte adenosine deaminase overproduction,Rare hematologic disease
712,Hemolytic anemia due to glucophosphate isomerase deficiency,Rare hematologic disease
90030,Hemolytic anemia due to glutathione reductase deficiency,Rare hematologic disease
35120,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,Rare hematologic disease
766,Hemolytic anemia due to red cell pyruvate kinase deficiency,Rare hematologic disease
275944,Hemolytic disease of the newborn with Kell alloimmunization,Rare hematologic disease
357008,Hemolytic uremic syndrome with DGKE deficiency,Rare hematologic disease
158048,Hemophagocytic syndrome associated with an infection,Rare immune disease
98878,Hemophilia A,Rare hematologic disease
98879,Hemophilia B,Rare hematologic disease
617930,Hemophilia B Leyden,Rare hematologic disease
178396,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,Rare hematologic disease
340,Hemorrhagic fever-renal syndrome,Rare infectious disease
324632,Hendra virus infection,Rare infectious disease
2136,Hennekam syndrome,Rare developmental defect during embryogenesis
2135,Hennekam-Beemer syndrome,Rare developmental defect during embryogenesis
3325,Heparin-induced thrombocytopenia,Rare hematologic disease
386,Hepatic cystic hamartoma,Rare hepatic disease
2031,Hepatic fibrosis-renal cysts-intellectual disability syndrome,Rare developmental defect during embryogenesis
890,Hepatic veno-occlusive disease,Rare hepatic disease
79124,Hepatic veno-occlusive disease-immunodeficiency syndrome,Rare immune disease
90073,Hepatitis B reinfection following liver transplantation,Rare hepatic disease
402823,Hepatitis delta,Rare infectious disease
449,Hepatoblastoma,Rare neoplastic disease
54272,Hepatocellular adenoma,Rare neoplastic disease
137681,Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1,Rare inborn errors of metabolism
95159,Hepatoerythropoietic porphyria,Rare inborn errors of metabolism
64743,Hepatoportal sclerosis,Rare hepatic disease
86882,Hepatosplenic T-cell lymphoma,Rare neoplastic disease
2907,Hereditary acrokeratotic poikiloderma,Rare skin disease
85450,Hereditary amyloidosis with primary renal involvement,Rare renal disease
100050,Hereditary angioedema type 1,Rare systemic or rheumatologic disease
100051,Hereditary angioedema type 2,Rare systemic or rheumatologic disease
528623,Hereditary angioedema with C1Inh deficiency,Rare systemic or rheumatologic disease
528647,Hereditary angioedema with normal C1Inh,Rare systemic or rheumatologic disease
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,Rare systemic or rheumatologic disease
289601,Hereditary arterial and articular multiple calcification syndrome,Rare circulatory system disease
352657,Hereditary benign intraepithelial dyskeratosis,Rare ophthalmic disorder
145,Hereditary breast and/or ovarian cancer syndrome,Rare neoplastic disease
227535,Hereditary breast cancer,Rare neoplastic disease
1867,"Hereditary bullous dystrophy, macular type",Rare developmental defect during embryogenesis
30925,Hereditary central diabetes insipidus,Rare endocrine disease
85458,Hereditary cerebral hemorrhage with amyloidosis,Rare neurologic disease
676,Hereditary chronic pancreatitis,Rare gastroenterologic disease
422526,Hereditary clear cell renal cell carcinoma,Rare neoplastic disease
98434,Hereditary combined deficiency of vitamin K-dependent clotting factors,Rare hematologic disease
972,Hereditary continuous muscle fiber activity,Rare neurologic disease
79273,Hereditary coproporphyria,Rare inborn errors of metabolism
398088,Hereditary cryohydrocytosis with normal stomatin,Rare hematologic disease
168577,Hereditary cryohydrocytosis with reduced stomatin,Rare hematologic disease
26106,Hereditary diffuse gastric cancer,Rare neoplastic disease
313808,Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia,Rare neurologic disease
288,Hereditary elliptocytosis,Rare hematologic disease
221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,Rare skin disease
90045,Hereditary folate malabsorption,Rare hematologic disease
469,Hereditary fructose intolerance,Rare inborn errors of metabolism
53372,Hereditary geniospasm,Rare neurologic disease
2024,Hereditary gingival fibromatosis,Rare odontologic disease
774,Hereditary hemorrhagic telangiectasia,Rare developmental defect during embryogenesis
199285,Hereditary hypercarotenemia and vitamin A deficiency,Rare inborn errors of metabolism
3197,Hereditary hyperekplexia,Rare neurologic disease
163,Hereditary hyperferritinemia-cataract syndrome,Rare ophthalmic disorder
157215,Hereditary hypophosphatemic rickets with hypercalciuria,Rare bone disease
217407,Hereditary hypotrichosis with recurrent skin vesicles,Rare skin disease
324381,Hereditary inclusion body myopathy type 4,Rare neurologic disease
79091,Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,Rare neurologic disease
397692,Hereditary isolated aplastic anemia,Rare hematologic disease
411602,Hereditary late-onset Parkinson disease,Rare neurologic disease
523,Hereditary leiomyomatosis and renal cell cancer,Rare neoplastic disease
621,Hereditary methemoglobinemia,Rare hematologic disease
157794,Hereditary mixed polyposis syndrome,Rare gastroenterologic disease
64751,Hereditary motor and sensory neuropathy type 5,Rare neurologic disease
90120,Hereditary motor and sensory neuropathy type 6,Rare neurologic disease
90119,Hereditary motor and sensory neuropathy with acrodystrophy,Rare neurologic disease
90117,"Hereditary motor and sensory neuropathy, Okinawa type",Rare neurologic disease
1839,Hereditary mucoepithelial dysplasia,Rare skin disease
178464,Hereditary myopathy with early respiratory failure,Rare neurologic disease
43115,Hereditary myopathy with lactic acidosis due to ISCU deficiency,Rare inborn errors of metabolism
1062,Hereditary neurocutaneous malformation,Rare neurologic disease
456333,Hereditary neuroendocrine tumor of small intestine,Rare neoplastic disease
640,Hereditary neuropathy with liability to pressure palsies,Rare neurologic disease
279943,Hereditary neutrophilia,Rare immune disease
168583,Hereditary North American Indian childhood cirrhosis,Rare hepatic disease
30,Hereditary orotic aciduria,Rare inborn errors of metabolism
79141,Hereditary painful callosities,Rare skin disease
86923,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",Rare skin disease
47044,Hereditary papillary renal cell carcinoma,Rare neoplastic disease
476102,Hereditary pediatric Behçet-like disease,Rare systemic or rheumatologic disease
168615,Hereditary persistence of alpha-fetoprotein,Rare genetic disease
46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,Rare hematologic disease
619233,Hereditary persistence of fetal hemoglobin-intellectual disability syndrome,Rare developmental defect during embryogenesis
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,Rare hematologic disease
29072,Hereditary pheochromocytoma-paraganglioma,Rare endocrine disease
158025,Hereditary progressive mucinous histiocytosis,Rare skin disease
264675,Hereditary pulmonary alveolar proteinosis,Rare respiratory disease
94088,Hereditary renal hypouricemia,Rare renal disease
357027,Hereditary retinoblastoma,Rare neoplastic disease
221039,"Hereditary sclerosing poikiloderma, Weary type",Rare skin disease
280598,Hereditary sensorimotor neuropathy with hyperelastic skin,Rare neurologic disease
320385,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation,Rare neurologic disease
36386,Hereditary sensory and autonomic neuropathy type 1,Rare neurologic disease
139564,Hereditary sensory and autonomic neuropathy type 1B,Rare neurologic disease
970,Hereditary sensory and autonomic neuropathy type 2,Rare neurologic disease
642,Hereditary sensory and autonomic neuropathy type 4,Rare neurologic disease
64752,Hereditary sensory and autonomic neuropathy type 5,Rare neurologic disease
314381,Hereditary sensory and autonomic neuropathy type 6,Rare neurologic disease
391397,Hereditary sensory and autonomic neuropathy type 7,Rare neurologic disease
478664,Hereditary sensory and autonomic neuropathy type 8,Rare neurologic disease
139573,Hereditary sensory and autonomic neuropathy with deafness and global delay,Rare neurologic disease
456318,Hereditary sensory neuropathy-deafness-dementia syndrome,Rare neurologic disease
822,Hereditary spherocytosis,Rare hematologic disease
84093,Hereditary thermosensitive neuropathy,Rare neurologic disease
480851,Hereditary thrombocytopenia with early-onset myelofibrosis,Rare hematologic disease
268322,Hereditary thrombocytopenia with normal platelets,Rare hematologic disease
82,Hereditary thrombophilia due to congenital antithrombin deficiency,Rare hematologic disease
217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency,Rare hematologic disease
3467,Hereditary xanthinuria,Rare renal disease
275777,Heritable pulmonary arterial hypertension,Rare respiratory disease
79430,Hermansky-Pudlak syndrome,Rare immune disease
183678,Hermansky-Pudlak syndrome due to AP-3 deficiency,Rare immune disease
231531,Hermansky-Pudlak syndrome due to BLOC-1 deficiency,Rare immune disease
231512,Hermansky-Pudlak syndrome due to BLOC-2 deficiency,Rare immune disease
231500,Hermansky-Pudlak syndrome due to BLOC-3 deficiency,Rare immune disease
2139,Hernández-Aguirre Negrete syndrome,Rare developmental defect during embryogenesis
1930,Herpes simplex virus encephalitis,Rare infectious disease
137599,Herpes simplex virus stromal keratitis,Rare ophthalmic disorder
208524,Herpetiform pemphigus,Rare skin disease
570438,HHV-8-associated multicentric Castleman disease,Rare hematologic disease
189,Hidrotic ectodermal dysplasia,Rare developmental defect during embryogenesis
1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type",Rare developmental defect during embryogenesis
1809,"Hidrotic ectodermal dysplasia, Halal type",Rare developmental defect during embryogenesis
330012,High altitude pulmonary edema,Rare respiratory disease
314029,High bone mass osteogenesis imperfecta,Rare bone disease
480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,Rare neoplastic disease
363396,High myopia-sensorineural deafness syndrome,Rare otorhinolaryngologic disease
231080,High-grade dysplasia in patients with Barrett esophagus,Rare gastroenterologic disease
213777,High-grade neuroendocrine carcinoma of the cervix uteri,Rare neoplastic disease
213731,High-grade neuroendocrine carcinoma of the corpus uteri,Rare neoplastic disease
84085,Hinman syndrome,Rare urogenital disease
2114,"Hip dysplasia, Beukes type",Rare bone disease
388,Hirschsprung disease,Rare gastroenterologic disease
2155,Hirschsprung disease-deafness-polydactyly syndrome,Rare developmental defect during embryogenesis
2151,Hirschsprung disease-ganglioneuroblastoma syndrome,Rare developmental defect during embryogenesis
2153,Hirschsprung disease-nail hypoplasia-dysmorphism syndrome,Rare developmental defect during embryogenesis
2150,Hirschsprung disease-type D brachydactyly syndrome,Rare developmental defect during embryogenesis
3283,His bundle tachycardia,Rare cardiac disease
2157,Histidinemia,Rare inborn errors of metabolism
2158,Histidinuria-renal tubular defect syndrome,Rare inborn errors of metabolism
86896,Histiocytic sarcoma,Rare neoplastic disease
137675,Histiocytoid cardiomyopathy,Rare cardiac disease
390,Histoplasmosis,Rare infectious disease
443291,HIV-associated cancer,Rare neoplastic disease
79230,HJV or HAMP-related hemochromatosis,Rare inborn errors of metabolism
93111,HNF1B-related autosomal dominant tubulointerstitial kidney disease,Rare endocrine disease
55596,HNRNPDL-related limb-girdle muscular dystrophy D3,Rare neurologic disease
454718,Holmes-Adie syndrome,Rare ophthalmic disorder
79242,Holocarboxylase synthetase deficiency,Rare inborn errors of metabolism
2162,Holoprosencephaly,Rare developmental defect during embryogenesis
2165,Holoprosencephaly-caudal dysgenesis syndrome,Rare developmental defect during embryogenesis
2163,Holoprosencephaly-craniosynostosis syndrome,Rare developmental defect during embryogenesis
2166,Holoprosencephaly-postaxial polydactyly syndrome,Rare developmental defect during embryogenesis
3186,Holoprosencephaly-radial heart renal anomalies syndrome,Rare developmental defect during embryogenesis
392,Holt-Oram syndrome,Rare developmental defect during embryogenesis
2167,Holzgreve syndrome,Rare developmental defect during embryogenesis
395,Homocystinuria due to methylene tetrahydrofolate reductase deficiency,Rare inborn errors of metabolism
622,Homocystinuria without methylmalonic aciduria,Rare inborn errors of metabolism
391665,Homozygous familial hypercholesterolemia,Rare endocrine disease
2744,Horizontal gaze palsy with progressive scoliosis,Rare ophthalmic disorder
166412,Hot water reflex epilepsy,Rare neurologic disease
99907,House allergic alveolitis,Rare respiratory disease
3322,Hoyeraal-Hreidarsson syndrome,Rare developmental defect during embryogenesis
391417,HSD10 disease,Rare inborn errors of metabolism
85295,"HSD10 disease, atypical type",Rare developmental defect during embryogenesis
391428,"HSD10 disease, infantile type",Rare inborn errors of metabolism
391457,"HSD10 disease, neonatal type",Rare inborn errors of metabolism
482077,HTRA1-related autosomal dominant cerebral small vessel disease,Rare neurologic disease
228116,Hughes-Stovin syndrome,Rare systemic or rheumatologic disease
438279,Human infection by orthopoxvirus,Rare infectious disease
294973,Humeral agenesis/hypoplasia,Rare developmental defect during embryogenesis
3265,Humero-radial synostosis,Rare developmental defect during embryogenesis
3266,Humero-radio-ulnar synostosis,Rare developmental defect during embryogenesis
94056,Humero-ulnar synostosis,Rare developmental defect during embryogenesis
295215,"Humero-ulnar synostosis, bilateral",Rare developmental defect during embryogenesis
295213,"Humero-ulnar synostosis, unilateral",Rare developmental defect during embryogenesis
3383,Humerus trochlea aplasia,Rare developmental defect during embryogenesis
97340,Hunter-McAlpine syndrome,Rare developmental defect during embryogenesis
399,Huntington disease,Rare neurologic disease
157941,Huntington disease-like 1,Rare neurologic disease
98934,Huntington disease-like 2,Rare neurologic disease
157946,Huntington disease-like 3,Rare neurologic disease
401901,Huntington disease-like syndrome due to C9ORF72 expansions,Rare neurologic disease
384,Huriez syndrome,Rare skin disease
93473,Hurler syndrome,Rare inborn errors of metabolism
93476,Hurler-Scheie syndrome,Rare inborn errors of metabolism
740,Hutchinson-Gilford progeria syndrome,Rare developmental defect during embryogenesis
498474,Hyaline fibromatosis syndrome,Rare bone disease
67041,Hyaluronidase deficiency,Rare inborn errors of metabolism
99927,Hydatidiform mole,Rare neoplastic disease
2177,Hydranencephaly,Rare developmental defect during embryogenesis
330058,Hydroa vacciniforme,Rare skin disease
364039,Hydroa vacciniforme-like lymphoma,Rare neoplastic disease
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,Rare developmental defect during embryogenesis
2186,Hydrocephalus-blue sclerae-nephropathy syndrome,Rare developmental defect during embryogenesis
2180,Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,Rare developmental defect during embryogenesis
2183,Hydrocephalus-obesity-hypogonadism syndrome,Rare developmental defect during embryogenesis
1397,Hydrocephaly-cerebellar agenesis syndrome,Rare developmental defect during embryogenesis
2184,Hydrocephaly-low insertion umbilicus syndrome,Rare developmental defect during embryogenesis
2181,Hydrocephaly-tall stature-joint laxity syndrome,Rare developmental defect during embryogenesis
2189,Hydrolethalus,Rare developmental defect during embryogenesis
1041,Hydrops fetalis,Rare developmental defect during embryogenesis
528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,Rare inborn errors of metabolism
79155,Hydroxykynureninuria,Rare neurologic disease
401,Hymenolepiasis,Rare infectious disease
927,Hyperammonemia due to N-acetylglutamate synthase deficiency,Rare inborn errors of metabolism
401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,Rare inborn errors of metabolism
168588,Hyperandrogenism due to cortisone reductase deficiency,Rare endocrine disease
309147,Hyper-beta-alaninemia,Rare inborn errors of metabolism
276405,Hyperbiliverdinemia,Rare hepatic disease
209902,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,Rare endocrine disease
83639,Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,Rare hematologic disease
163985,Hyperekplexia-epilepsy syndrome,Rare developmental defect during embryogenesis
2410,Hypergonadotropic hypogonadism-cataract syndrome,Rare developmental defect during embryogenesis
101089,Hyper-IgM syndrome type 2,Rare immune disease
101090,Hyper-IgM syndrome type 3,Rare immune disease
101091,Hyper-IgM syndrome type 4,Rare immune disease
101092,Hyper-IgM syndrome type 5,Rare immune disease
183663,Hyper-IgM syndrome with susceptibility to opportunistic infections,Rare immune disease
183666,Hyper-IgM syndrome without susceptibility to opportunistic infections,Rare immune disease
343,Hyperimmunoglobulinemia D with periodic fever,Rare immune disease
324575,Hyperinsulinism due to HNF1A deficiency,Rare inborn errors of metabolism
263458,Hyperinsulinism due to INSR deficiency,Rare endocrine disease
71212,Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,Rare inborn errors of metabolism
276556,Hyperinsulinism due to UCP2 deficiency,Rare inborn errors of metabolism
35878,Hyperinsulinism-hyperammonemia syndrome,Rare inborn errors of metabolism
682,Hyperkalemic periodic paralysis,Rare neurologic disease
409,Hyperkeratosis lenticularis perstans,Rare skin disease
1336,Hyperkeratosis-hyperpigmentation syndrome,Rare skin disease
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,Rare endocrine disease
2203,Hyperlysinemia,Rare inborn errors of metabolism
289891,Hypermethioninemia due to glycine N-methyltransferase deficiency,Rare inborn errors of metabolism
289290,Hypermethioninemia encephalopathy due to adenosine kinase deficiency,Rare neurologic disease
285,Hypermobile Ehlers-Danlos syndrome,Rare systemic or rheumatologic disease
415,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome,Rare inborn errors of metabolism
3416,Hyperostosis corticalis generalisata,Rare bone disease
443098,Hyperostosis cranialis interna,Rare bone disease
99880,Hyperparathyroidism-jaw tumor syndrome,Rare endocrine disease
295002,Hyperphalangy,Rare developmental defect during embryogenesis
508523,Hyperphenylalaninemia due to DNAJC12 deficiency,Rare neurologic disease
238583,Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,Rare inborn errors of metabolism
247262,Hyperphosphatasia-intellectual disability syndrome,Rare developmental defect during embryogenesis
419,Hyperprolinemia type 1,Rare inborn errors of metabolism
79101,Hyperprolinemia type 2,Rare inborn errors of metabolism
2211,Hypertelorism-hypospadias-polysyndactyly syndrome,Rare developmental defect during embryogenesis
2213,Hypertelorism-microtia-facial clefting syndrome,Rare developmental defect during embryogenesis
293958,Hypertelorism-preauricular sinus-punctual pits-deafness syndrome,Rare developmental defect during embryogenesis
88660,Hypertension due to gain-of-function mutations in the mineralocorticoid receptor,Rare renal disease
2220,Hypertrichosis cubiti,Rare developmental defect during embryogenesis
2222,Hypertrichosis lanuginosa congenita,Rare skin disease
324525,Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation,Rare inborn errors of metabolism
90282,Hypertrophic or verrucous lupus erythematosus,Rare skin disease
2224,Hypertryptophanemia,Rare inborn errors of metabolism
363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,Rare inborn errors of metabolism
251523,Hyperzincemia and hypercalprotectinemia,Rare inborn errors of metabolism
276429,Hypnic headache,Rare neurologic disease
2435,Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome,Rare skin disease
289157,Hypocalcemic vitamin D-dependent rickets,Rare bone disease
93160,Hypocalcemic vitamin D-resistant rickets,Rare bone disease
100032,Hypocalcified amelogenesis imperfecta,Rare odontologic disease
93297,Hypochondrogenesis,Rare bone disease
429,Hypochondroplasia,Rare bone disease
36412,Hypocomplementemic urticarial vasculitis,Rare systemic or rheumatologic disease
2228,Hypodontia-dysplasia of nails syndrome,Rare developmental defect during embryogenesis
989,Hypoglossia-hypodactyly syndrome,Rare developmental defect during embryogenesis
2233,Hypogonadism-mitral valve prolapse-intellectual disability syndrome,Rare endocrine disease
2230,Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,Rare endocrine disease
2235,Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,Rare ophthalmic disorder
293967,Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,Rare developmental defect during embryogenesis
528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome,Rare renal disease
363523,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,Rare developmental defect during embryogenesis
238468,Hypohidrotic ectodermal dysplasia,Rare developmental defect during embryogenesis
98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,Rare developmental defect during embryogenesis
1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,Rare developmental defect during embryogenesis
293964,Hypoinsulinemic hypoglycemia and body hemihypertrophy,Rare endocrine disease
681,Hypokalemic periodic paralysis,Rare neurologic disease
1790,Hypomandibular faciocranial dysostosis,Rare developmental defect during embryogenesis
100033,Hypomaturation amelogenesis imperfecta,Rare odontologic disease
100034,Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,Rare odontologic disease
137639,Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome,Rare neurologic disease
2680,Hypomyelination neuropathy-arthrogryposis syndrome,Rare neurologic disease
599376,Hypomyelination of early myelinating structures,Rare neurologic disease
139441,Hypomyelination with atrophy of basal ganglia and cerebellum,Rare neurologic disease
363412,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,Rare neurologic disease
447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,Rare neurologic disease
85163,Hypomyelination-congenital cataract syndrome,Rare developmental defect during embryogenesis
88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,Rare neurologic disease
2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,Rare renal disease
436,Hypophosphatasia,Rare bone disease
324561,Hypopigmentation-punctate palmoplantar keratoderma syndrome,Rare skin disease
99058,Hypoplasia of the mitral valve annulus,Rare developmental defect during embryogenesis
722,Hypoplasminogenemia,Rare hematologic disease
100031,Hypoplastic amelogenesis imperfecta,Rare odontologic disease
2248,Hypoplastic left heart syndrome,Rare developmental defect during embryogenesis
293864,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,Rare developmental defect during embryogenesis
2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,Rare developmental defect during embryogenesis
2261,"Hypospadias-intellectual disability, Goldblatt type syndrome",Rare developmental defect during embryogenesis
443101,Hypothalamic adipsic hypernatraemia syndrome,Rare endocrine disease
86906,Hypothalamic hamartomas with gelastic seizures,Rare neurologic disease
226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,Rare endocrine disease
90673,Hypothyroidism due to TSH receptor mutations,Rare endocrine disease
137908,Hypotonia with lactic acidemia and hyperammonemia,Rare inborn errors of metabolism
163690,Hypotonia-cystinuria syndrome,Rare inborn errors of metabolism
79507,Hypotonia-failure to thrive-microcephaly syndrome,Rare inborn errors of metabolism
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,Rare neurologic disease
55654,Hypotrichosis simplex,Rare skin disease
90368,Hypotrichosis simplex of the scalp,Rare skin disease
1573,Hypotrichosis with juvenile macular degeneration,Rare ophthalmic disorder
330029,Hypotrichosis-deafness syndrome,Rare skin disease
2266,"Hypotrichosis-intellectual disability, Lopes type",Rare developmental defect during embryogenesis
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,Rare skin disease
307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,Rare developmental defect during embryogenesis
79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,Rare renal disease
254509,Iatrogenic botulism,Rare infectious disease
576379,Iatrogenic Creutzfeldt-Jakob disease,Rare neurologic disease
2268,ICF syndrome,Rare immune disease
2273,Ichthyosis follicularis-alopecia-photophobia syndrome,Rare skin disease
79503,Ichthyosis hystrix of Curth-Macklin,Rare skin disease
2269,Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,Rare developmental defect during embryogenesis
2274,Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,Rare neurologic disease
91132,Ichthyosis-hypotrichosis syndrome,Rare skin disease
2278,Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,Rare developmental defect during embryogenesis
2272,Ichthyosis-oral and digital anomalies syndrome,Rare developmental defect during embryogenesis
88621,Ichthyosis-prematurity syndrome,Rare skin disease
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,Rare developmental defect during embryogenesis
930,Idiopathic achalasia,Rare gastroenterologic disease
724,Idiopathic acute eosinophilic pneumonia,Rare respiratory disease
139423,Idiopathic acute transverse myelitis,Rare neurologic disease
88,Idiopathic aplastic anemia,Rare hematologic disease
399307,Idiopathic avascular necrosis,Rare bone disease
171684,Idiopathic bilateral vestibulopathy,Rare otorhinolaryngologic disease
60033,Idiopathic bronchiectasis,Rare respiratory disease
1320,Idiopathic camptocormia,Rare neurologic disease
648919,Idiopathic catatonia,Rare neurologic disease
228000,Idiopathic CD4 lymphocytopenia,Rare immune disease
2902,Idiopathic chronic eosinophilic pneumonia,Rare respiratory disease
95717,Idiopathic congenital hypothyroidism,Rare endocrine disease
209919,Idiopathic copper-associated cirrhosis,Rare hepatic disease
447881,Idiopathic dropped head syndrome,Rare neurologic disease
480512,Idiopathic ductopenia,Rare hepatic disease
247724,Idiopathic eosinophilic myositis,Rare neurologic disease
558411,Idiopathic gastroparesis,Rare gastroenterologic disease
329874,Idiopathic giant cell myocarditis,Rare cardiac disease
86908,Idiopathic hemiconvulsion-hemiplegia syndrome,Rare neurologic disease
2197,Idiopathic hypercalciuria,Rare renal disease
3260,Idiopathic hypereosinophilic syndrome,Rare hematologic disease
33208,Idiopathic hypersomnia,Rare neurologic disease
238624,Idiopathic intracranial hypertension,Rare neurologic disease
95707,Idiopathic isolated micropenis,Rare developmental defect during embryogenesis
85193,Idiopathic juvenile osteoporosis,Rare bone disease
314017,Idiopathic linear interstitial keratitis,Rare ophthalmic disorder
90158,Idiopathic localized lipodystrophy,Rare skin disease
353344,Idiopathic macular telangiectasia type 1,Rare ophthalmic disorder
353351,Idiopathic macular telangiectasia type 3,Rare ophthalmic disorder
84065,Idiopathic malabsorption due to bile acid synthesis defects,Rare gastroenterologic disease
570431,Idiopathic multicentric Castleman disease,Rare hematologic disease
567550,Idiopathic multidrug-resistant nephrotic syndrome,Rare renal disease
45452,Idiopathic neonatal atrial flutter,Rare cardiac disease
567544,Idiopathic non-lupus full-house nephropathy,Rare renal disease
499107,Idiopathic optic perineuritis,Rare ophthalmic disorder
280921,Idiopathic panuveitis,Rare ophthalmic disorder
480524,Idiopathic peliosis hepatis,Rare developmental defect during embryogenesis
444316,Idiopathic phalangeal acro-osteolysis,Rare bone disease
494428,Idiopathic pleuroparenchymal fibroelastosis,Rare respiratory disease
280917,Idiopathic posterior uveitis,Rare ophthalmic disorder
647823,Idiopathic pregnancy-associated osteoporosis,Rare gynecologic or obstetric disease
275766,Idiopathic pulmonary arterial hypertension,Rare respiratory disease
1676,Idiopathic pulmonary artery dilatation,Rare developmental defect during embryogenesis
2032,Idiopathic pulmonary fibrosis,Rare respiratory disease
99931,Idiopathic pulmonary hemosiderosis,Rare respiratory disease
251307,Idiopathic recurrent pericarditis,Rare systemic or rheumatologic disease
276174,Idiopathic recurrent stupor,Rare neurologic disease
648675,Idiopathic scleritis,Rare ophthalmic disorder
458718,Idiopathic spontaneous coronary artery dissection,Rare circulatory system disease
567548,Idiopathic steroid-resistant nephrotic syndrome,Rare renal disease
567552,Idiopathic steroid-resistant nephrotic syndrome with sensitivity to second-line immunosuppressive therapy,Rare renal disease
69061,Idiopathic steroid-sensitive nephrotic syndrome,Rare renal disease
567546,Idiopathic steroid-sensitive nephrotic syndrome with secondary steroid resistance,Rare renal disease
99858,Idiopathic syringomyelia,Rare neurologic disease
79153,Idiopathic trachyonychia,Rare skin disease
209956,Idiopathic uveal effusion syndrome,Rare ophthalmic disorder
