GardID	Name	OrphaCode	Linearization Class	SNOMED concept ID	code
16898.0	Lymphedema-posterior choanal atresia syndrome	99141	Rare developmental defect during embryogenesis	1204421005.0	
5573.0	Acquired von Willebrand syndrome	99147	Rare hematologic disease	234451005.0	
19671.0	Epiblepharon	99169	Rare ophthalmic disorder	253212001.0	
19672.0	Tarsal kink syndrome	99170	Rare ophthalmic disorder	400953008.0	
19673.0	Isolated congenital ectropion	99171	Rare ophthalmic disorder	26590002.0	Q10.1
19674.0	Euryblepharon	99172	Rare ophthalmic disorder	400954002.0	
19675.0	Congenital eyelid retraction	99176	Rare ophthalmic disorder	715769008.0	
16899.0	Isolated distichiasis	99177	Rare developmental defect during embryogenesis	1263461006.0	
16900.0	Kandori fleck retina	99179	Rare ophthalmic disorder	765191009.0	
19678.0	Paternal uniparental disomy of chromosome 13	99324	Rare developmental defect during embryogenesis	770668007.0	
11985.0	48,XYYY syndrome	99329	Rare developmental defect during embryogenesis	733625003.0	
19679.0	49,XYYYY syndrome	99330	Rare developmental defect during embryogenesis	734028007.0	
10597.0	Complete androgen insensitivity syndrome	99429	Rare developmental defect during embryogenesis	368851000119102.0	
10741.0	Spondyloepimetaphyseal dysplasia, Handigodu type	99642	Rare bone disease	763885008.0	
16902.0	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	99646	Rare bone disease	724146008.0	
19682.0	Cheirospondyloenchondromatosis	99647	Rare bone disease	725104005.0	
2028.0	Primary dystonia, DYT2 type	99657	Rare neurologic disease	715777007.0	
16903.0	Fried's tooth and nail syndrome	99672	Rare developmental defect during embryogenesis	239020008.0	
19683.0	Dermotrichic syndrome	99688	Rare developmental defect during embryogenesis	782916003.0	
19684.0	Mesial temporal lobe epilepsy with hippocampal sclerosis	99701	Rare neurologic disease	770643005.0	
4603.0	Punctate acrokeratoderma freckle-like pigmentation	99710	Rare skin disease	1237573001.0	
8476.0	Leber plus disease	99718	Rare ophthalmic disorder	719430008.0	
6506.0	Pituitary gigantism	99725	Rare endocrine disease	86073008.0	E22.0
5062.0	Isolated sulfite oxidase deficiency	99731	Rare inborn errors of metabolism	40873003.0	
16904.0	Myotonia fluctuans	99734	Rare neurologic disease	715788001.0	
16905.0	Myotonia permanens	99735	Rare neurologic disease	715789009.0	
16906.0	Acetazolamide-responsive myotonia	99736	Rare neurologic disease	715793003.0	
8433.0	King-Denborough syndrome	99741	Rare developmental defect during embryogenesis	764957003.0	
8606.0	Amish lethal microcephaly	99742	Rare developmental defect during embryogenesis	702437000.0	
9564.0	Typhoid	99745	Rare infectious disease	4834000.0	A01.0
13588.0	Pontiac fever	99748	Rare infectious disease	240447002.0	A48.2
302.0	Kostmann syndrome	99749	Rare immune disease	770942003.0	
4701.0	Alveolar rhabdomyosarcoma	99756	Rare neoplastic disease	404053004.0	
4702.0	Embryonal rhabdomyosarcoma	99757	Rare neoplastic disease	404051002.0	
19687.0	Bifid uvula	99771	Rare developmental defect during embryogenesis	18910001.0	
16907.0	Cleft velum	99772	Rare developmental defect during embryogenesis	253997002.0	
43.0	Mosaic trisomy 9	99776	Rare developmental defect during embryogenesis	764989007.0	
1807.0	Dentin dysplasia type I	99789	Rare odontologic disease	109493006.0	
1806.0	Dentin dysplasia type II	99791	Rare odontologic disease	109494000.0	
1808.0	Dentin dysplasia-sclerotic bones syndrome	99792	Rare odontologic disease	770943008.0	
1904.0	Subcortical band heterotopia	99796	Rare developmental defect during embryogenesis	253152005.0	
5818.0	Anodontia	99797	Rare odontologic disease	26624006.0	
16908.0	Oligodontia	99798	Rare odontologic disease	787414001.0	
2637.0	Hemimegalencephaly	99802	Rare developmental defect during embryogenesis	253170008.0	
16909.0	Haddad syndrome	99803	Rare neurologic disease	719972004.0	
16910.0	Oculootodental syndrome	99806	Rare developmental defect during embryogenesis	770944002.0	
16911.0	PEHO-like syndrome	99807	Rare neurologic disease	770678005.0	
2258.0	Familial porencephaly	99810	Rare developmental defect during embryogenesis	1162864000.0	
15000.0	LIG4 syndrome	99812	Rare immune disease	724177005.0	
16913.0	Familial gestational hyperthyroidism	99819	Rare endocrine disease	703309000.0	
19688.0	Lassa fever	99824	Rare infectious disease	19065005.0	A96.2
19689.0	Nipah virus disease	99825	Rare infectious disease	406597005.0	
9444.0	Marburg hemorrhagic fever	99826	Rare infectious disease	77503002.0	A98.3
19690.0	Crimean-Congo hemorrhagic fever	99827	Rare infectious disease	43489008.0	A98.0
6254.0	Dengue fever	99828	Rare infectious disease	20927009.0	
7914.0	Yellow fever	99829	Rare infectious disease	16541001.0	
16914.0	Resistance to thyrotropin-releasing hormone syndrome	99832	Rare endocrine disease	725462002.0	
6893.0	Leukocyte adhesion deficiency type I	99842	Rare immune disease	234582006.0	
4634.0	Leukocyte adhesion deficiency type II	99843	Rare immune disease	234583001.0	
16915.0	Leukocyte adhesion deficiency type III	99844	Rare immune disease	1269277004.0	
16916.0	Genetic recurrent myoglobinuria	99845	Rare inborn errors of metabolism	716721003.0	
16917.0	Autosomal dominant myoglobinuria	99846	Rare neurologic disease	725903003.0	
2125.0	Glycogen storage disease due to muscle beta-enolase deficiency	99849	Rare inborn errors of metabolism	1162916008.0	
3231.0	Ravine syndrome	99852	Rare neurologic disease	715794009.0	
19691.0	Primary syringomyelia	99856	Rare developmental defect during embryogenesis	371076006.0	
19692.0	Secondary syringomyelia	99857	Rare neurologic disease	770683002.0	
16920.0	Precursor B-cell acute lymphoblastic leukemia	99860	Rare neoplastic disease	277572006.0	
19694.0	Precursor T-cell acute lymphoblastic leukemia	99861	Rare neoplastic disease	277575008.0	
16921.0	Spermatocytic seminoma	99865	Rare neoplastic disease	1268700009.0	
16922.0	Thymoma	99867	Rare neoplastic disease	444231005.0	
19695.0	Thymic carcinoma	99868	Rare neoplastic disease	1268718007.0	
19696.0	Thymic neuroendocrine carcinoma	99869	Rare neoplastic disease	716653001.0	
16923.0	Familial isolated hyperparathyroidism	99879	Rare endocrine disease	786037006.0	
10829.0	Hyperparathyroidism-jaw tumor syndrome	99880	Rare endocrine disease	702378002.0	
10457.0	Isolated permanent neonatal diabetes mellitus	99885	Rare endocrine disease	609565001.0	
1839.0	Transient neonatal diabetes mellitus	99886	Rare endocrine disease	237603002.0	
19697.0	Acute megakaryoblastic leukemia in Down syndrome	99887	Rare neoplastic disease	724644005.0	
19698.0	Cushing syndrome due to ectopic ACTH secretion	99889	Rare endocrine disease	626004.0	
9185.0	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	99898	Rare immune disease	718230004.0	
12986.0	Acyl-CoA dehydrogenase 9 deficiency	99901	Rare inborn errors of metabolism	725046003.0	
19701.0	Spirillary rat-bite fever	99903	Rare infectious disease	19044004.0	A25.0
19702.0	Streptobacillary rat-bite fever	99905	Rare infectious disease	52138004.0	A25.1
6427.0	Farmer's lung disease	99906	Rare respiratory disease	18690003.0	J67.0
19703.0	House allergic alveolitis	99907	Rare respiratory disease	725415009.0	
16924.0	Pigeon-breeder lung disease	99908	Rare respiratory disease	69339004.0	
19705.0	Malignant dysgerminomatous germ cell tumor of the ovary	99912	Rare neoplastic disease	1268707007.0	
9665.0	Gynandroblastoma	99914	Rare neoplastic disease	254867003.0	
19707.0	Maligant granulosa cell tumor of the ovary	99915	Rare neoplastic disease	1268706003.0	
5495.0	Malignant Sertoli-Leydig cell tumor of the ovary	99916	Rare neoplastic disease	1284849005.0	
19708.0	Theca steroid-producing cell malignant tumor of ovary, not further specified	99917	Rare neoplastic disease	1268897007.0	
19709.0	Streptococcal toxic-shock syndrome	99918	Rare infectious disease	240451000.0	
19710.0	Staphylococcal toxic-shock syndrome	99919	Rare infectious disease	240450004.0	
6544.0	Acute graft versus host disease	99920	Rare immune disease	402355000.0	
10964.0	Chronic graft versus host disease	99921	Rare immune disease	402356004.0	
8759.0	Ocular cicatricial pemphigoid	99922	Rare ophthalmic disorder	314757003.0	L12+
8759.0	Ocular cicatricial pemphigoid	99922	Rare ophthalmic disorder	314757003.0	H13.3*
19711.0	Invasive mole	99925	Rare neoplastic disease	416669000.0	
19712.0	Gestational choriocarcinoma	99926	Rare neoplastic disease	417570003.0	
10263.0	Hydatidiform mole	99927	Rare neoplastic disease	417044008.0	
7403.0	Placental site trophoblastic tumor	99928	Rare neoplastic disease	237252008.0	
19713.0	Secondary pulmonary hemosiderosis	99930	Rare respiratory disease	716712004.0	
6763.0	Idiopathic pulmonary hemosiderosis	99931	Rare respiratory disease	40527005.0	
9192.0	Autosomal dominant Charcot-Marie-Tooth disease type 2B	99936	Rare neurologic disease	717008005.0	
1250.0	Autosomal dominant Charcot-Marie-Tooth disease type 2C	99937	Rare neurologic disease	717010007.0	
1251.0	Autosomal dominant Charcot-Marie-Tooth disease type 2D	99938	Rare neurologic disease	717011006.0	
9193.0	Autosomal dominant Charcot-Marie-Tooth disease type 2E	99939	Rare neurologic disease	717012004.0	
9194.0	Autosomal dominant Charcot-Marie-Tooth disease type 2F	99940	Rare neurologic disease	719510006.0	
9195.0	Autosomal dominant Charcot-Marie-Tooth disease type 2G	99941	Rare neurologic disease	719511005.0	
9197.0	Autosomal dominant Charcot-Marie-Tooth disease type 2I	99942	Rare neurologic disease	717013009.0	
9198.0	Autosomal dominant Charcot-Marie-Tooth disease type 2J	99943	Rare neurologic disease	717014003.0	
9199.0	Autosomal dominant Charcot-Marie-Tooth disease type 2K	99944	Rare neurologic disease	719512003.0	
12432.0	Autosomal dominant Charcot-Marie-Tooth disease type 2L	99945	Rare neurologic disease	719513008.0	
1248.0	Autosomal dominant Charcot-Marie-Tooth disease type 2A1	99946	Rare neurologic disease	717016001.0	
16925.0	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	99947	Rare neurologic disease	764850002.0	
1252.0	Charcot-Marie-Tooth disease type 4A	99948	Rare neurologic disease	715796006.0	
9201.0	Charcot-Marie-Tooth disease type 4C	99949	Rare neurologic disease	715797002.0	
3973.0	Charcot-Marie-Tooth disease type 4D	99950	Rare neurologic disease	715798007.0	
9203.0	Charcot-Marie-Tooth disease type 4E	99951	Rare neurologic disease	763135001.0	
12441.0	Charcot-Marie-Tooth disease type 4F	99952	Rare neurologic disease	715801001.0	
10132.0	Charcot-Marie-Tooth disease type 4G	99953	Rare neurologic disease	715799004.0	
12442.0	Charcot-Marie-Tooth disease type 4H	99954	Rare neurologic disease	715802008.0	
1253.0	Charcot-Marie-Tooth disease type 4B1	99955	Rare neurologic disease	715803003.0	
9200.0	Charcot-Marie-Tooth disease type 4B2	99956	Rare neurologic disease	715800000.0	
7157.0	Myxoid/round cell liposarcoma	99967	Rare neoplastic disease	404069006.0	
19719.0	Pleomorphic liposarcoma	99969	Rare neoplastic disease	404071006.0	
19720.0	Dedifferentiated liposarcoma	99970	Rare neoplastic disease	404072004.0	
19721.0	Well-differentiated liposarcoma	99971	Rare neoplastic disease	404067008.0	
16927.0	Adenocarcinoma of the esophagus	99976	Rare neoplastic disease	276803003.0	
18901.0	Squamous cell carcinoma of the esophagus	99977	Rare neoplastic disease	276804009.0	
10175.0	Klatskin tumor	99978	Rare neoplastic disease	1268906006.0	
19722.0	Apnea of prematurity	99981	Rare respiratory disease	276544005.0	
19725.0	Brill-Zinsser disease	99990	Rare infectious disease	47761007.0	A75.1
19727.0	Complex regional pain syndrome type 2	99994	Rare neurologic disease	408751001.0	G90.6
16928.0	Complex regional pain syndrome type 1	99995	Rare neurologic disease		G90.5
19730.0	Extraneural perineurioma	100002	Rare neurologic disease	768926005.0	
10921.0	Intraneural perineurioma	100003	Rare neurologic disease	768934004.0	
16929.0	ABeta amyloidosis, Dutch type	100006	Rare neurologic disease	56453003.0	
16930.0	ACys amyloidosis	100008	Rare neurologic disease	45639009.0	
19731.0	Lissencephaly with cerebellar hypoplasia type A	100011	Rare developmental defect during embryogenesis	785307003.0	
19732.0	Lissencephaly with cerebellar hypoplasia type B	100012	Rare developmental defect during embryogenesis	715819005.0	
19733.0	Lissencephaly with cerebellar hypoplasia type C	100013	Rare developmental defect during embryogenesis	715820004.0	
19734.0	Lissencephaly with cerebellar hypoplasia type D	100014	Rare developmental defect during embryogenesis	715821000.0	
19735.0	Lissencephaly with cerebellar hypoplasia type E	100015	Rare developmental defect during embryogenesis	785306007.0	
19736.0	Lissencephaly with cerebellar hypoplasia type F	100016	Rare developmental defect during embryogenesis	715822007.0	
19737.0	Refractory anemia with excess blasts type 1	100019	Rare neoplastic disease	415283002.0	
19738.0	Refractory anemia with excess blasts type 2	100020	Rare neoplastic disease	415284008.0	
19739.0	Primary plasmacytoma of the bone	100021	Rare neoplastic disease	426336007.0	C90.3
19741.0	Mu-heavy chain disease	100024	Rare neoplastic disease	61493004.0	
19742.0	Alpha-heavy chain disease	100025	Rare neoplastic disease	109982002.0	
10346.0	Gamma-heavy chain disease	100026	Rare neoplastic disease	109984001.0	
645.0	Hypoplastic amelogenesis imperfecta	100031	Rare odontologic disease	109476006.0	
16931.0	Hypocalcified amelogenesis imperfecta	100032	Rare odontologic disease	109471001.0	
8349.0	Hypomaturation amelogenesis imperfecta	100033	Rare odontologic disease	109475005.0	
16932.0	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	100034	Rare odontologic disease	109472008.0	
19743.0	Solitary necrotic nodule of the liver	100035	Rare hepatic disease	447058001.0	
12437.0	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	100043	Rare neurologic disease	765744006.0	
12438.0	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	100044	Rare neurologic disease	765745007.0	
12439.0	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	100045	Rare neurologic disease	765746008.0	
9207.0	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	100046	Rare neurologic disease	765747004.0	
19744.0	Esophageal duplication cyst	100047	Rare developmental defect during embryogenesis	721161005.0	
19745.0	Tubular duplication of the esophagus	100048	Rare developmental defect during embryogenesis	716280004.0	
16933.0	Hereditary angioedema type 1	100050	Rare systemic or rheumatologic disease	234619000.0	
16934.0	Hereditary angioedema type 2	100051	Rare systemic or rheumatologic disease	234620006.0	
16936.0	Renin-angiotensin-aldosterone system-blocker-induced angioedema	100057	Rare systemic or rheumatologic disease	371627004.0	
9449.0	Waterhouse-Friderichsen syndrome	100067	Rare endocrine disease	36102002.0	A39.1+
9449.0	Waterhouse-Friderichsen syndrome	100067	Rare endocrine disease	36102002.0	E35.1*
10792.0	Semantic dementia	100069	Rare neurologic disease	230288001.0	
10793.0	Progressive non-fluent aphasia	100070	Rare neurologic disease	716281000.0	
5342.0	Mosaic trisomy 3	100071	Rare developmental defect during embryogenesis	764627005.0	
19749.0	Neurogenic thoracic outlet syndrome	100073	Rare surgical thoracic disease	2040007.0	
19750.0	Neuroendocrine tumor of stomach	100075	Rare neoplastic disease	721194008.0	
19753.0	Ileal neuroendocrine tumor	100078	Rare neoplastic disease	737313007.0	
19754.0	Neuroendocrine neoplasm of appendix	100079	Rare neoplastic disease	725167001.0	
19755.0	Neuroendocrine tumor of the colon	100080	Rare neoplastic disease	1162856006.0	
19756.0	Neuroendocrine tumor of the rectum	100081	Rare neoplastic disease	721700001.0	
19757.0	Neuroendocrine tumor of anal canal	100082	Rare neoplastic disease	733163007.0	
19758.0	Laryngeal neuroendocrine tumor	100083	Rare neoplastic disease	707625001.0	
19759.0	Middle ear neuroendocrine tumor	100084	Rare neoplastic disease	717918002.0	
19760.0	Primary hepatic neuroendocrine carcinoma	100085	Rare neoplastic disease	716652006.0	
19761.0	Gallbladder neuroendocrine tumor	100086	Rare neoplastic disease	785824001.0	
5994.0	Carcinoid syndrome	100093	Rare neoplastic disease	35868009.0	E34.0
16937.0	Porphyria due to ALA dehydratase deficiency	100924	Rare inborn errors of metabolism	64081000.0	
2378.0	FRAXE intellectual disability	100973	Rare developmental defect during embryogenesis	716709002.0	
19769.0	FRAXF syndrome	100974	Rare developmental defect during embryogenesis	716708005.0	
16938.0	Bathing suit ichthyosis	100976	Rare skin disease	725588002.0	
853.0	Cloverleaf skull-asphyxiating thoracic dysplasia syndrome	100978	Rare developmental defect during embryogenesis	783181006.0	
5041.0	Autosomal dominant spastic paraplegia type 3	100984	Rare neurologic disease	782670003.0	
4925.0	Autosomal dominant spastic paraplegia type 4	100985	Rare neurologic disease	723820001.0	
4926.0	Autosomal recessive spastic paraplegia type 5A	100986	Rare neurologic disease	763373005.0	
4928.0	Autosomal dominant spastic paraplegia type 6	100988	Rare neurologic disease	732949006.0	
9591.0	Autosomal dominant spastic paraplegia type 8	100989	Rare neurologic disease	785305006.0	
9590.0	Autosomal dominant spastic paraplegia type 10	100991	Rare neurologic disease	732948003.0	
9586.0	Autosomal dominant spastic paraplegia type 12	100993	Rare neurologic disease	763374004.0	
9616.0	Autosomal dominant spastic paraplegia type 13	100994	Rare neurologic disease	783698005.0	
9589.0	Autosomal recessive spastic paraplegia type 14	100995	Rare neurologic disease	783094006.0	
9581.0	Autosomal recessive spastic paraplegia type 15	100996	Rare neurologic disease	764686003.0	
9585.0	X-linked spastic paraplegia type 16	100997	Rare neurologic disease	783697000.0	
4219.0	Autosomal dominant spastic paraplegia type 17	100998	Rare neurologic disease	230263009.0	
9588.0	Autosomal dominant spastic paraplegia type 19	100999	Rare neurologic disease	763375003.0	
5372.0	Autosomal recessive spastic paraplegia type 20	101000	Rare neurologic disease	230264003.0	
16939.0	Autosomal recessive spastic paraplegia type 21	101001	Rare neurologic disease	764734003.0	
336.0	Autosomal recessive spastic paraplegia type 23	101003	Rare neurologic disease	726608002.0	
9296.0	Autosomal recessive spastic paraplegia type 24	101004	Rare neurologic disease	785304005.0	
9582.0	Autosomal recessive spastic paraplegia type 25	101005	Rare neurologic disease	732933009.0	
9587.0	Autosomal recessive spastic paraplegia type 26	101006	Rare neurologic disease	726607007.0	
16940.0	Autosomal recessive spastic paraplegia type 27	101007	Rare neurologic disease	778030005.0	
16941.0	Autosomal recessive spastic paraplegia type 28	101008	Rare neurologic disease	763376002.0	
9729.0	Autosomal dominant spastic paraplegia type 29	101009	Rare neurologic disease	733029008.0	
16942.0	Autosomal spastic paraplegia type 30	101010	Rare neurologic disease	763377006.0	
10817.0	Autosomal dominant spastic paraplegia type 31	101011	Rare neurologic disease	763068005.0	
3284.0	Romano-Ward syndrome	101016	Rare cardiac disease	20852007.0	
19774.0	Cleft hard palate	101023	Rare developmental defect during embryogenesis	448915004.0	
10445.0	Transaldolase deficiency	101028	Rare inborn errors of metabolism	124252008.0	
10806.0	Female restricted epilepsy with intellectual disability	101039	Rare developmental defect during embryogenesis	716706009.0	
19776.0	Congenital aortic valve dysplasia	101043	Rare developmental defect during embryogenesis	871597006.0	
2257.0	Autosomal dominant epilepsy with auditory features	101046	Rare neurologic disease	784377008.0	
4883.0	Situs inversus totalis	101063	Rare developmental defect during embryogenesis	43876007.0	
16943.0	Congenital stromal corneal dystrophy	101068	Rare ophthalmic disorder	702359002.0	
1258.0	X-linked Charcot-Marie-Tooth disease type 1	101075	Rare neurologic disease	763455008.0	
1243.0	X-linked Charcot-Marie-Tooth disease type 2	101076	Rare neurologic disease	763457000.0	
1244.0	X-linked Charcot-Marie-Tooth disease type 3	101077	Rare neurologic disease	763458005.0	
1240.0	X-linked Charcot-Marie-Tooth disease type 4	101078	Rare neurologic disease	763400005.0	
1245.0	Charcot-Marie-Tooth disease type 1A	101081	Rare neurologic disease	40632002.0	
1246.0	Charcot-Marie-Tooth disease type 1B	101082	Rare neurologic disease	42986003.0	
1247.0	Charcot-Marie-Tooth disease type 1C	101083	Rare neurologic disease	4183003.0	
9189.0	Charcot-Marie-Tooth disease type 1D	101084	Rare neurologic disease	719979008.0	
9191.0	Charcot-Marie-Tooth disease type 1F	101085	Rare neurologic disease	719980006.0	
73.0	X-linked hyper-IgM syndrome	101088	Rare immune disease	403835002.0	
12448.0	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	101097	Rare neurologic disease	725047007.0	
1249.0	Charcot-Marie-Tooth disease type 2B2	101101	Rare neurologic disease	719981005.0	
9196.0	Charcot-Marie-Tooth disease type 2H	101102	Rare neurologic disease	720637005.0	
9950.0	Spinocerebellar ataxia type 23	101108	Rare neurologic disease	718772002.0	
9951.0	Spinocerebellar ataxia type 28	101109	Rare neurologic disease	715824008.0	
9997.0	Spinocerebellar ataxia type 20	101110	Rare neurologic disease	718771009.0	
9996.0	Spinocerebellar ataxia type 25	101111	Rare neurologic disease	718770005.0	
9995.0	Spinocerebellar ataxia type 26	101112	Rare neurologic disease	718769009.0	
1902.0	Autosomal recessive dopa-responsive dystonia	101150	Rare neurologic disease	715827001.0	
19780.0	Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome	101206	Rare developmental defect during embryogenesis	766976003.0	
7433.0	Porphyria cutanea tarda	101330	Rare inborn errors of metabolism	61860000.0	E80.1
19781.0	African tick typhus	101334	Rare infectious disease	406558002.0	
16944.0	Familial isolated congenital asplenia	101351	Rare developmental defect during embryogenesis	726708009.0	
19783.0	Rare non-syndromic intellectual disability	101685	Rare neurologic disease	773772001.0	
19784.0	Anomaly of the mitral subvalvular apparatus	101932	Rare developmental defect during embryogenesis	448920004.0	
19835.0	Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	102379	Rare neoplastic disease	766045006.0	
19836.0	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	102381	Rare neoplastic disease	766046007.0	
19837.0	Acute myeloid leukemia with t(8;21)(q22;q22) translocation	102724	Rare neoplastic disease	1148906001.0	
19838.0	Chronic diarrhea due to glucoamylase deficiency	103907	Rare gastroenterologic disease	716277000.0	
16945.0	Congenital sodium diarrhea	103908	Rare gastroenterologic disease	18805001.0	
10372.0	Trehalase deficiency	103909	Rare gastroenterologic disease	84193000.0	
19839.0	Congenital enterocyte heparan sulfate deficiency	103910	Rare gastroenterologic disease	725591002.0	
16946.0	Tropical pancreatitis	103918	Rare gastroenterologic disease	724540009.0	
19840.0	Undetermined colitis	103920	Rare gastroenterologic disease		K52.3
19851.0	Adenocarcinoma of the small intestine	104075	Rare neoplastic disease	424440001.0	
19852.0	Leiomyosarcoma of small intestine	104076	Rare neoplastic disease	716651004.0	
19875.0	Neonatal hypoxic and ischemic brain injury	137577	Rare neurologic disease	126945001.0	P91.6
19876.0	Vulvar intraepithelial neoplasia	137583	Rare neoplastic disease	399933001.0	
19877.0	Infectious epithelial keratitis	137593	Rare ophthalmic disorder	771232003.0	
19878.0	Neurotrophic keratopathy	137596	Rare ophthalmic disorder	128080005.0	
19879.0	Herpes simplex virus stromal keratitis	137599	Rare ophthalmic disorder	397570008.0	
19880.0	Corneal endotheliitis	137602	Rare ophthalmic disorder	373425009.0	
10714.0	Legius syndrome	137605	Rare skin disease	703541007.0	
19881.0	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	137608	Rare developmental defect during embryogenesis	763867001.0	
9725.0	Nephrogenic systemic fibrosis	137617	Rare skin disease	424114000.0	
19882.0	Intractable diarrhea-choanal atresia-eye anomalies syndrome	137622	Rare developmental defect during embryogenesis	720009004.0	
10760.0	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	137625	Rare inborn errors of metabolism	725027004.0	
19883.0	Cardiac anomalies-heterotaxy syndrome	137628	Rare developmental defect during embryogenesis	720605009.0	
16947.0	Lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome	137631	Rare respiratory disease	721977007.0	
18646.0	Overgrowth-macrocephaly-facial dysmorphism syndrome	137634	Rare developmental defect during embryogenesis	722122000.0	
16948.0	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	137639	Rare neurologic disease	764095005.0	
11904.0	Capillary malformation-arteriovenous malformation	137667	Rare developmental defect during embryogenesis	703533007.0	
11895.0	Pellucid marginal degeneration	137672	Rare ophthalmic disorder	231938007.0	
9511.0	Histiocytoid cardiomyopathy	137675	Rare cardiac disease	472317002.0	
10220.0	Spondyloepiphyseal dysplasia with metatarsal shortening	137678	Rare bone disease	720826006.0	
16949.0	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	137681	Rare inborn errors of metabolism	764962002.0	
5853.0	Asherman syndrome	137686	Rare gynecologic or obstetric disease	48236007.0	
9741.0	Neurological conditions associated with aminoacylase 1 deficiency	137754	Rare neurologic disease	709282004.0	
9177.0	Lethal congenital contracture syndrome type 2	137776	Rare developmental defect during embryogenesis	715419004.0	
12644.0	Lethal congenital contracture syndrome type 3	137783	Rare developmental defect during embryogenesis	715420005.0	
10562.0	Nodular cutaneous amyloidosis	137810	Rare skin disease	716704007.0	
19885.0	Macular amyloidosis	137814	Rare skin disease	111032003.0	
5839.0	Arachnoiditis	137817	Rare neurologic disease	8217007.0	
19886.0	Extrapelvic endometriosis	137820	Rare gynecologic or obstetric disease	237117005.0	
9947.0	X-linked intellectual disability-cerebellar hypoplasia syndrome	137831	Rare developmental defect during embryogenesis	719136005.0	
5138.0	Frank-Ter Haar syndrome	137834	Rare bone disease	720958002.0	
6882.0	Lemierre syndrome	137839	Rare infectious disease	1231140009.0	
19887.0	Madras motor neuron disease	137867	Rare neurologic disease	230255008.0	
9798.0	Auriculocondylar syndrome	137888	Rare developmental defect during embryogenesis	702443003.0	
12652.0	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	137898	Rare developmental defect during embryogenesis	735421004.0	
16950.0	Hypotonia with lactic acidemia and hyperammonemia	137908	Rare inborn errors of metabolism	724279004.0	
16951.0	Choanal atresia	137914	Rare developmental defect during embryogenesis	204508009.0	
19891.0	Primary laryngeal lymphangioma	137926	Rare developmental defect during embryogenesis	763617006.0	
19892.0	Neonatal brainstem dysfunction	137929	Rare neurologic disease	770664009.0	
12713.0	Congenital laryngeal palsy	137932	Rare otorhinolaryngologic disease	232441008.0	
19893.0	Laryngotracheal angioma	137935	Rare developmental defect during embryogenesis	703199001.0	
13629.0	Drug reaction with eosinophilia and systemic symptoms	139402	Rare skin disease	702809001.0	
12505.0	Encephalopathy due to prosaposin deficiency	139406	Rare neurologic disease	720864008.0	
10924.0	Carney triad	139411	Rare neoplastic disease	733492003.0	
19912.0	Congenital panfollicular nevus	139414	Rare skin disease	770940006.0	
19913.0	Acute transverse myelitis	139417	Rare neurologic disease	47000000.0	
19914.0	Idiopathic acute transverse myelitis	139423	Rare neurologic disease	425756000.0	
19915.0	Perioral myoclonia with absences	139426	Rare neurologic disease	766815007.0	
19916.0	Jeavons syndrome	139431	Rare neurologic disease	716278005.0	
7103.0	Multicentric reticulohistiocytosis	139436	Rare systemic or rheumatologic disease	84241008.0	
10917.0	Hypomyelination with atrophy of basal ganglia and cerebellum	139441	Rare neurologic disease	724283004.0	
19917.0	Leukoencephalopathy with bilateral anterior temporal lobe cysts	139444	Rare neurologic disease	719403003.0	
19918.0	Progressive cavitating leukoencephalopathy	139447	Rare neurologic disease	719267003.0	
10300.0	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	139450	Rare developmental defect during embryogenesis	724139004.0	
10301.0	Autosomal recessive bestrophinopathy	139455	Rare ophthalmic disorder	723828008.0	
10302.0	SERKAL syndrome	139466	Rare developmental defect during embryogenesis	723720008.0	
3645.0	Microphthalmia with brain and digit anomalies	139471	Rare developmental defect during embryogenesis	721878003.0	
16952.0	17q11.2 microduplication syndrome	139474	Rare developmental defect during embryogenesis	719583002.0	
4924.0	Autosomal recessive spastic paraplegia type 39	139480	Rare neurologic disease	719103009.0	
10294.0	Autosomal recessive ataxia due to ubiquinone deficiency	139485	Rare neurologic disease	725394006.0	
8495.0	Dietary iron overload disease	139507	Rare hepatic disease	66576001.0	
19919.0	Neuropathy with hearing impairment	139512	Rare neurologic disease	723497003.0	
12443.0	Charcot-Marie-Tooth disease type 4J	139515	Rare neurologic disease	720638000.0	
