GardID	ORPHAcode	SourceName	SNOMED concept ID
9456	75563	X-linked sideroblastic anemia	48983004
9457	2924	Isolated polycystic liver disease	716196007
9463	85174	Pseudodiastrophic dysplasia	254058002
9474	2485	Melorheostosis	44697002
9493	602	GNE myopathy	702382000
9496	94088	Hereditary renal hypouricemia	236478009
9499	48818	Aceruloplasminemia	124224004
9501	53372	Hereditary geniospasm	718103001
9506	85199	Craniosynostosis-anal anomalies-porokeratosis syndrome	720812002
9509	3242	Renpenning syndrome	699669001
9511	137675	Histiocytoid cardiomyopathy	472317002
9525	228123	Coccidioidomycosis	60826002
9535	47045	Familial cold urticaria	238687000
9546	31202	Melioidosis	428111003
9557	31205	Rat-bite fever	1685005
9558	486	Autosomal dominant severe congenital neutropenia	770947009
9560	36234	Bacterial toxic-shock syndrome	18504008
9564	99745	Typhoid	4834000
9568	49041	IgG4-related retroperitoneal fibrosis	49120005
9569	31112	Dermatofibrosarcoma protuberans	276799004
9581	100996	Autosomal recessive spastic paraplegia type 15	764686003
9582	101005	Autosomal recessive spastic paraplegia type 25	732933009
9585	100997	X-linked spastic paraplegia type 16	783697000
9586	100993	Autosomal dominant spastic paraplegia type 12	763374004
9587	101006	Autosomal recessive spastic paraplegia type 26	726607007
9588	100999	Autosomal dominant spastic paraplegia type 19	763375003
9589	100995	Autosomal recessive spastic paraplegia type 14	783094006
9590	100991	Autosomal dominant spastic paraplegia type 10	732948003
9591	100989	Autosomal dominant spastic paraplegia type 8	785305006
9595	1195	Congenital atransferrinemia	111571009
9602	97	Familial paroxysmal ataxia	420932006
9611	98768	Spinocerebellar ataxia type 13	719209002
9615	397	Giant cell arteritis	400130008
9616	100994	Autosomal dominant spastic paraplegia type 13	783698005
9620	318	Acute erythroid leukemia	93451002
9621	180229	Polyembryoma	1268962006
9628	71517	Rapid-onset dystonia-parkinsonism	702323008
9630	98806	Primary dystonia, DYT6 type	702448007
9635	64745	Pruritic urticarial papules and plaques of pregnancy	1252747005
9643	758	Pseudoxanthoma elasticum	252246005
9652	352540	Oncogenic osteomalacia	392559009
9670	329	Congenital factor XI deficiency	49762007
9673	2152	Mowat-Wilson syndrome	703535000
9675	2306	Isotretinoin-like syndrome	722006004
9676	45448	Miyoshi myopathy	58795000
9677	98962	Granular corneal dystrophy type I	419039007
9678	98964	Lattice corneal dystrophy type I	419197009
9679	363417	Temtamy preaxial brachydactyly syndrome	777998000
9681	140976	RHYNS syndrome	723999009
9683	71	Chylomicron retention disease	702364003
9684	71272	Sandifer syndrome	230314007
9690	97332	Kienbock disease	787484007
9692	295036	Congenital patella dislocation	205067002
9694	79403	Junctional epidermolysis bullosa with pyloric atresia	53748002
9697	65684	Monomelic amyotrophy	230256009
9698	96167	Recombinant 8 syndrome	718189004
9704	85287	X-linked intellectual disability, Siderius type	718908009
9705	158668	Ectodermal dysplasia-skin fragility syndrome	716699004
9711	46059	Lathosterolosis	719257008
9723	1883	Ectodermal dysplasia-sensorineural deafness syndrome	732953008
9728	606	Proximal myotonic myopathy	715317001
9729	101009	Autosomal dominant spastic paraplegia type 29	733029008
9730	34587	Glycogen storage disease due to LAMP-2 deficiency	419097006
9736	79394	Congenital non-bullous ichthyosiform erythroderma	267372009
9737	79397	Epidermolysis bullosa simplex with mottled pigmentation	254180002
9741	137754	Neurological conditions associated with aminoacylase 1 deficiency	709282004
9744	79100	Atrophoderma vermiculata	2736005
9748	90291	Systemic sclerosis	89155008
9751	220393	Diffuse cutaneous systemic sclerosis	128460000
9759	2387	Leukonychia totalis	763792009
9761	79144	Isolated congenital onychodysplasia	403281007
9762	52022	Potocki-Shaffer syndrome	702346005
9767	391673	Necrotizing enterocolitis	2707005
9775	79145	Dowling-Degos disease	239054009
9781	1762	Proximal Xq28 duplication syndrome	702816000
9793	93307	Multiple epiphyseal dysplasia type 4	715672007
9794	93311	Multiple epiphyseal dysplasia type 5	715674008
9795	34217	Naxos disease	715535009
9798	137888	Auriculocondylar syndrome	702443003
9799	53296	Familial cutaneous collagenoma	239139000
9804	69665	Intrahepatic cholestasis of pregnancy	235888006
9811	3044	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	722454003
9813	79301	Congenital bile acid synthesis defect type 1	238033007
9826	79318	PMM2-CDG	459063003
9827	79321	ALG3-CDG	720976009
9828	79329	MGAT2-CDG	724142005
9829	79320	ALG6-CDG	709412006
9830	79319	MPI-CDG	1231141008
9831	79322	DPM1-CDG	725078006
9832	79323	MPDU1-CDG	724096007
9833	79324	ALG12-CDG	711155008
9834	79325	ALG8-CDG	720977000
9835	96170	Emanuel syndrome	702417004
9836	79326	ALG2-CDG	897592003
9837	86309	DPAGT1-CDG	725079003
9838	79327	ALG1-CDG	720941007
9839	79328	ALG9-CDG	720978005
9841	79332	B4GALT1-CDG	725587007
9842	79333	COG7-CDG	717773005
9843	90042	Primary familial polycythemia	17342003
9844	2637	Microcephalic osteodysplastic primordial dwarfism type II	1208348002
9846	168796	Heart-hand syndrome, Slovenian type	721014007
9847	1350	Heart-hand syndrome type 2	721010003
9849	66629	Goldberg-Shprintzen megacolon syndrome	717822006
9850	3164	Omphalocele syndrome, Shprintzen-Goldberg type	716230005
9866	93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	766820007
9867	98763	Spinocerebellar ataxia type 14	719210007
9873	2789	Lateral meningocele syndrome	253166000
9886	88621	Ichthyosis-prematurity syndrome	763401009
9890	98673	Autosomal dominant optic atrophy, classic form	717336005
9898	88628	Posterior column ataxia-retinitis pigmentosa syndrome	724065003
9900	2414	Congenital pulmonary lymphangiectasia	45142002
9904	75325	Osteosclerosis-ichthyosis-premature ovarian failure syndrome	722114007
9910	158687	Lethal acantholytic erosive disorder	1230026002
9912	2382	Lennox-Gastaut syndrome	230418006
9920	298	Mitochondrial neurogastrointestinal encephalomyopathy	718214007
9921	2770	Nasu-Hakola disease	702347001
9931	35878	Hyperinsulinism-hyperammonemia syndrome	718106009
9940	66631	CEDNIK syndrome	722385008
9941	269	Facioscapulohumeral dystrophy	399091004
9947	137831	X-linked intellectual disability-cerebellar hypoplasia syndrome	719136005
9950	101108	Spinocerebellar ataxia type 23	718772002
9951	101109	Spinocerebellar ataxia type 28	715824008
9952	83461	Congenital primary aphakia	35387008
9963	98764	Spinocerebellar ataxia type 27	719252002
9970	98765	Spinocerebellar ataxia type 4	715755008
9971	95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	1204415006
9975	217012	Spinocerebellar ataxia type 31	715826005
9976	98771	Spinocerebellar ataxia type 18	719250005
9977	83472	CAMOS syndrome	726031001
9980	85292	X-linked spinocerebellar ataxia type 4	719818007
9981	85297	X-linked spinocerebellar ataxia type 3	719817002
9984	85283	X-linked intellectual disability, Miles-Carpenter type	719012009
9991	75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	720861000
9993	97229	Riboflavin transporter deficiency	699866005
9995	101112	Spinocerebellar ataxia type 26	718769009
9996	101111	Spinocerebellar ataxia type 25	718770005
9997	101110	Spinocerebellar ataxia type 20	718771009
9998	70595	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	717266001
9999	98773	Spinocerebellar ataxia type 21	718774001
10000	94124	Spinocerebellar ataxia with axonal neuropathy type 1	765091006
10009	1183	Opsoclonus-myoclonus syndrome	230350000
10010	79411	Self-improving dystrophic epidermolysis bullosa	723553000
10011	83617	Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	722281001
10012	85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	720601000
10027	140	Campomelic dysplasia	74928006
10039	79155	Hydroxykynureninuria	33116002
10041	1200	Burn-McKeown syndrome	720640005
10045	79303	Congenital bile acid synthesis defect type 2	238035000
10046	79095	Congenital bile acid synthesis defect type 4	700463002
10047	32	Glutathione synthetase deficiency	234589002
10048	79143	Isolated congenital anonychia	23610003
10049	75377	Central areolar choroidal dystrophy	231996009
10050	41751	Bietti crystalline dystrophy	312927001
10051	69085	Limb-mammary syndrome	721972001
10056	79113	Mandibulofacial dysostosis-microcephaly syndrome	711543008
10061	50809	Talo-patello-scaphoid osteolysis	723580007
10081	2475	White forelock with malformations	763619009
10082	85179	Infantile osteopetrosis with neuroaxonal dysplasia	724226009
10083	79124	Hepatic veno-occlusive disease-immunodeficiency syndrome	724361001
10088	77297	Majeed syndrome	703540008
10089	2886	TARP syndrome	725911008
10091	821	Sotos syndrome	75968004
10092	79230	Hemochromatosis type 2	50855007
10096	523	Hereditary leiomyomatosis and renal cell cancer	1162799008
10103	79148	Elastosis perforans serpiginosa	49428008
10109	199	Cornelia de Lange syndrome	40354009
10118	75382	Oguchi disease	193687000
10121	75858	MORM syndrome	715628009
10123	75373	Progressive bifocal chorioretinal atrophy	719266007
10128	52901	Isolated follicle stimulating hormone deficiency	758664007
10129	90674	Isolated thyroid-stimulating hormone deficiency	89261000
10130	48652	Monosomy 22q13.3	699310000
10131	90117	Hereditary motor and sensory neuropathy, Okinawa type	715665006
10132	99953	Charcot-Marie-Tooth disease type 4G	715799004
10138	98805	Primary dystonia, DYT4 type	719276005
10140	97297	Bohring-Opitz syndrome	720565000
10145	1713	17p11.2 microduplication syndrome	734016004
10147	107	BOR syndrome	290006
10148	52429	Branchiootic syndrome	764810000
10149	1801	Kyphomelic dysplasia	254096001
10168	220493	Joubert syndrome with ocular defect	716998009
10169	220497	Joubert syndrome with renal defect	716999001
10173	83451	Florid cemento-osseous dysplasia	715634002
10175	99978	Klatskin tumor	1268906006
10179	79493	Brooke-Spiegler syndrome	703531009
10193	86884	Subcutaneous panniculitis-like T-cell lymphoma	404133000
10199	98890	Early-onset X-linked optic atrophy	721200000
10202	1001	2q37 microdeletion syndrome	702357000
10203	67036	Autosomal dominant optic atrophy and cataract	719517009
10214	247598	Neonatal intrahepatic cholestasis due to citrin deficiency	717155003
10215	247585	Citrullinemia type II	716863007
10223	79159	Isobutyryl-CoA dehydrogenase deficiency	445274004
10224	73263	Zygomycosis	59277005
10226	263508	COG1-CDG	718750004
10229	266	Autosomal dominant limb-girdle muscular dystrophy type 1A	719985001
10239	168569	H syndrome	711159002
10263	99927	Hydatidiform mole	417044008
10280	2345	Isolated Klippel-Feil syndrome	5601008
10283	35107	Desmosterolosis	709490002
10287	1945	Rolandic epilepsy	44145005
10288	98908	Neutral lipid storage myopathy	699315005
10290	166277	Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	733468006
10291	2612	Linear nevus sebaceus syndrome	52298009
10294	139485	Autosomal recessive ataxia due to ubiquinone deficiency	725394006
10295	140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome	723581006
10296	199318	15q13.3 microdeletion syndrome	699254009
10297	1802	Ghosal hematodiaphyseal dysplasia	389214003
10299	567	22q11.2 deletion syndrome	767263007
10300	139450	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	724139004
10302	139466	SERKAL syndrome	723720008
10304	251076	8p23.1 duplication syndrome	765140006
10311	70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	699869003
10319	2964	Autosomal dominant prognathism	778069004
10321	67046	3-methylglutaconic aciduria type 1	237951008
10327	431361	Progressive encephalopathy with leukodystrophy due to DECR deficiency	444944006
10335	579	Mucopolysaccharidosis type 1	75610003
10339	331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	765188009
10342	67048	3-methylglutaconic aciduria type 4	297233004
10346	100026	Gamma-heavy chain disease	109984001
10351	98758	Spinocerebellar ataxia type 6	715752006
10358	166108	Intellectual disability, Birk-Barel type	764861005
10360	251038	3q29 microduplication syndrome	717973004
10363	79153	Idiopathic trachyonychia	238719003
10365	70594	Dopa-responsive dystonia due to sepiapterin reductase deficiency	45116002
10366	3339	Toriello-Lacassie-Droste syndrome	723554006
10367	140936	Lelis syndrome	719429003
10372	103909	Trehalase deficiency	84193000
10407	293987	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome	773663004
10424	199354	Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy	703219008
10427	181	X-linked hypohidrotic ectodermal dysplasia	239007005
10428	441	Pure autonomic failure	84438001
10429	93304	Autosomal dominant brachyolmia	717264003
10430	33069	Dravet syndrome	230437002
10445	101028	Transaldolase deficiency	124252008
10453	178509	Perry syndrome	699184009
10457	99885	Isolated permanent neonatal diabetes mellitus	609565001
10460	438274	GCGR-related hyperglucagonemia	1228875006
10469	98759	Spinocerebellar ataxia type 17	719249005
10472	79314	L-2-hydroxyglutaric aciduria	237961001
10474	98761	Spinocerebellar ataxia type 10	715754007
10475	98767	Spinocerebellar ataxia type 11	719207000
10476	98762	Spinocerebellar ataxia type 12	719208005
10477	98769	Spinocerebellar ataxia type 15/16	716724006
10480	208513	Spinocerebellar ataxia type 29	715825009
10484	238455	Infantile dystonia-parkinsonism	722763000
10486	54595	Craniopharyngioma	189179009
10494	70588	Meconium aspiration syndrome	206292002
10502	357043	Amyotrophic lateral sclerosis type 4	784341001
10504	63260	Craniorachischisis	32219008
10506	63259	Iniencephaly	2438005
10509	79087	Acquired partial lipodystrophy	75659004
10510	248111	Juvenile Huntington disease	230299004
10513	171866	Spondyloepimetaphyseal dysplasia, aggrecan type	719165004
10514	199343	EAST syndrome	721207002
10515	95430	Congenital tracheomalacia	95467005
10518	2752	Orofaciodigital syndrome type 3	239030004
10522	330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	773398005
10525	261183	15q11.2 microdeletion syndrome	771340007
10528	2025	Gingival fibromatosis-facial dysmorphism syndrome	719687007
10533	53351	X-linked dystonia-parkinsonism	698279003
10536	370103	Primary dystonia, DYT17 type	782695002
10537	98807	Primary dystonia, DYT13 type	719278006
10539	210571	Dystonia 16	722435003
10541	98811	Paroxysmal exertion-induced dyskinesia	724072002
10557	1727	22q11.2 duplication syndrome	699311001
10560	85445	AA amyloidosis	274945004
10572	85278	Christianson syndrome	702354007
10573	488434	Camptodactyly syndrome, Guadalajara type 3	1172633003
10574	178333	Åland Islands eye disease	725168006
10582	217017	Zechi-Ceide syndrome	773307006
10583	59303	Neonatal ichthyosis-sclerosing cholangitis syndrome	724278007
10584	85170	Mesomelic dysplasia, Savarirayan type	715652002
10587	99027	Adult-onset autosomal dominant leukodystrophy	448054001
10590	157801	Mesoaxial synostotic syndactyly with phalangeal reduction	724170007
10591	250994	1q21.1 microduplication syndrome	771337007
10592	217346	19q13.11 microdeletion syndrome	719599008
10595	217266	BNAR syndrome	717940006
10597	99429	Complete androgen insensitivity syndrome	368851000119102
10603	231720	Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome	771308008
10605	63446	Acrocapitofemoral dysplasia	720416007
10608	56305	Atelosteogenesis type III	725142004
10609	73273	Growth delay due to insulin-like growth factor I resistance	715625007
10611	156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	719166003
10612	1803	Thoracomelic dysplasia	783003009
10618	93356	Spondyloepimetaphyseal dysplasia, Missouri type	719171005
10624	93284	Spondyloepiphyseal dysplasia tarda	51952004
10627	73272	Growth delay due to insulin-like growth factor type 1 deficiency	724385009
10629	163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome	718765003
10630	92050	Congenital tufting enteropathy	715669000
10638	251937	Gangliocytoma	782680004
10641	73256	Central neurocytoma	721535002
10643	97286	Carney-Stratakis syndrome	722377004
10647	85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	719205008
10680	94089	Pseudohypoparathyroidism type 1B	56090007
10681	79444	Pseudohypoparathyroidism type 1C	717792007
10682	94090	Pseudohypoparathyroidism type 2	42183005
10684	35689	Primary lateral sclerosis	81211007
10686	157846	Neuroferritinopathy	699299001
10696	99105	Atrial septal defect, sinus venosus type	95268002
10705	2524	Pontocerebellar hypoplasia type 2	715463008
10706	309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	702377007
10707	90024	Deafness with labyrinthine aplasia, microtia, and microdontia	702360007
10713	60039	Pudendal neuralgia	427972000
10714	137605	Legius syndrome	703541007
10716	391417	HSD10 disease	791000124107
10719	2701	Noonan syndrome-like disorder with loose anagen hair	723444009
10727	96169	Koolen-De Vries syndrome	717338006
10729	77293	Chronic visceral acid sphingomyelinase deficiency	39390005
10730	79096	Pyridoxal phosphate-responsive seizures	724576005
10740	261197	Proximal 16p11.2 microdeletion syndrome	718227006
10753	2309	Pachyonychia congenita	39427000
10762	289601	Hereditary arterial and articular multiple calcification syndrome	718602007
10766	331	Congenital factor XIII deficiency	50189006
10767	79330	MOGS-CDG	725028009
10769	59135	Laing early-onset distal myopathy	764859001
10775	228426	Syndromic multisystem autoimmune disease due to Itch deficiency	778023004
10777	168816	Peritoneal cystic mesothelioma	716650003
10782	828	Stickler syndrome	78675000
10788	60030	Loeys-Dietz syndrome	446263001
10790	1872	Cone rod dystrophy	80328002
10792	100069	Semantic dementia	230288001
10793	100070	Progressive non-fluent aphasia	716281000
10794	157835	Paroxysmal hemicrania	443094001
10806	101039	Female restricted epilepsy with intellectual disability	716706009
10808	411593	Insulin autoimmune syndrome	408539000
10809	279947	Postorgasmic illness syndrome	770903003
10810	329308	Fatty acid hydroxylase-associated neurodegeneration	702419001
10813	250989	1q21.1 microdeletion syndrome	699305004
10814	79102	Thyrotoxic periodic paralysis	30967002
10817	101011	Autosomal dominant spastic paraplegia type 31	763068005
10818	289504	Combined malonic and methylmalonic acidemia	702365002
10823	71526	Obesity due to pro-opiomelanocortin deficiency	702949005
10824	189427	Cushing syndrome due to macronodular adrenal hyperplasia	720459002
10828	405	Familial hypocalciuric hypercalcemia	237885008
10829	99880	Hyperparathyroidism-jaw tumor syndrome	702378002
10867	867	Familial multiple trichoepithelioma	403825008
10870	834	Free sialic acid storage disease	278991002
10876	3269	Congenital radioulnar synostosis	33313004
10877	53715	Familial tumoral calcinosis	61778004
10889	73229	HANAC syndrome	702428000
10890	141179	Non-involuting congenital hemangioma	703295003
10891	354	GM1 gangliosidosis	238025006
10899	52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	703544004
10909	99000	Adult-onset foveomacular vitelliform dystrophy	232049001
10910	57196	Medial condensing osteitis of the clavicle	870320009
10913	381	Griscelli syndrome	37548006
10914	86820	Familial avascular necrosis of femoral head	715657008
10922	261534	49,XXXYY syndrome	770908007
10924	139411	Carney triad	733492003
10929	48372	Nodular regenerative hyperplasia of the liver	715140008
10935	261250	16q24.3 microdeletion syndrome	719580004
10936	261279	17q23.1q23.2 microdeletion syndrome	719584008
10938	231736	Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome	773690008
10943	238769	1q44 microdeletion syndrome	719649004
10946	54251	Corticosteroid-sensitive aseptic abscess syndrome	720751000
10949	73267	Non-24-hour sleep-wake syndrome	230496009
10955	648	Noonan syndrome	205824006
10957	209981	IRIDA syndrome	722005000
10962	284227	TEMPI syndrome	718614004
10964	99921	Chronic graft versus host disease	402356004
10965	313855	FGFR2-related bent bone dysplasia	778008009
10966	85414	Systemic-onset juvenile idiopathic arthritis	201796004
10969	85438	Enthesitis-related juvenile idiopathic arthritis	410801005
10970	85436	Psoriasis-related juvenile idiopathic arthritis	239802003
10972	1597	Distal monosomy 17q	732259001
10973	79262	Adult neuronal ceroid lipofuscinosis	62009002
10980	227982	Autoimmune polyendocrinopathy type 3	449731009
10984	319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	716869006
10986	33111	Granulomatous slack skin	277796003
10991	254346	19p13.12 microdeletion syndrome	719597005
10992	254343	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	784347002
10994	85201	Genitopatellar syndrome	702367005
10996	319171	Distal 17p13.1 microdeletion syndrome	770629000
10997	284984	Aneurysm-osteoarthritis syndrome	785808002
10998	228402	2q23.1 microdeletion syndrome	719657001
10999	280763	Severe intellectual disability and progressive spastic paraplegia	778011005
11005	163703	Febrile infection-related epilepsy syndrome	725413002
11011	641	Multifocal motor neuropathy	230591002
11892	53721	Spinal arteriovenous metameric syndrome	254774003
11893	2457	Mandibuloacral dysplasia	109419009
11894	60025	Pulmonary alveolar microlithiasis	87153008
11901	300605	Juvenile amyotrophic lateral sclerosis	718555006
11902	590	Congenital myasthenic syndrome	230672006
11903	70593	Immunodeficiency due to selective anti-polysaccharide antibody deficiency	234557006
11904	137667	Capillary malformation-arteriovenous malformation	703533007
11910	79474	Atypical Werner syndrome	715633008
11911	94064	Deafness-infertility syndrome	700489002
11914	275777	Heritable pulmonary arterial hypertension	697897003
11915	171881	Cap myopathy	703532002
11918	98784	Autosomal dominant nocturnal frontal lobe epilepsy	698021005
11923	284400	Small cell carcinoma of the bladder	1268518009
11925	596	X-linked centronuclear myopathy	46804001
11951	780	Rhabdomyosarcoma	302847003
11971	71273	Renal nutcracker syndrome	717267005
11974	65286	3q29 microdeletion syndrome	716456000
11980	85163	Hypomyelination-congenital cataract syndrome	702379005
11982	54370	Primary membranoproliferative glomerulonephritis	80321008
11984	29072	Hereditary pheochromocytoma-paraganglioma	716857003
11985	99329	48,XYYY syndrome	733625003
12008	141127	Congenital tracheal stenosis	9660004
12010	30391	Isolated biliary atresia	77480004
12011	93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	722294004
12036	85162	Facial onset sensory and motor neuronopathy	723306004
12076	96121	7q11.23 microduplication syndrome	726707004
12097	275761	Lysosomal acid lipase deficiency	715923003
12099	75234	Cholesteryl ester storage disease	57218003
12117	2512	Autosomal recessive primary microcephaly	715981004
12123	294975	Congenital absence of upper arm and forearm with hand present	78018008
12124	158061	Macrophage activation syndrome	430478003
12163	209905	Brain-lung-thyroid syndrome	719098007
12166	228384	5q14.3 microdeletion syndrome	719661007
12185	65682	Benign recurrent intrahepatic cholestasis	31155007
12232	284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	785301002
12234	88644	Autosomal recessive ataxia, Beauce type	725433003
12244	363558	New-onset refractory status epilepticus	770758009
12251	1885	Isolated ectopia lentis	74969002
12264	36383	COL4A1-related familial vascular leukoencephalopathy	778060000
12299	75374	Bradyopsia	711163009
12311	53690	Congenital lactase deficiency	5388008
12312	85173	IMAGe syndrome	702384004
12328	64752	Hereditary sensory and autonomic neuropathy type 5	128206006
12338	859	Transcobalamin deficiency	237934001
12348	263487	COG5-CDG	721100009
12353	324442	Autosomal recessive axonal neuropathy with neuromyotonia	711406009
12362	251274	Familial hyperaldosteronism type III	703234002
12365	98772	Spinocerebellar ataxia type 19/22	719251009
12366	276193	Spinocerebellar ataxia type 35	719300001
12367	276198	Spinocerebellar ataxia type 36	711158005
12368	363710	Spinocerebellar ataxia type 37	719301002
12369	423296	Spinocerebellar ataxia type 38	734021001
12371	423275	Spinocerebellar ataxia type 40	734020000
12372	314404	Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome	722293005
12382	168593	Sudden infant death-dysgenesis of the testes syndrome	711157000
12390	37748	Schnitzler syndrome	402415001
12393	91131	DK1-CDG	718712005
12394	244310	RFT1-CDG	733084000
12395	263494	DPM3-CDG	725044000
12396	280071	ALG11-CDG	733085004
12397	324737	SRD5A3-CDG	733601006
12398	300536	DDOST-CDG	733083006
12401	324422	ALG13-CDG	733451007
12403	356961	SLC35A2-CDG	771516000
12405	370927	SSR4-CDG	733115009
12409	238459	SLC35A1-CDG	723624008
12411	95428	COG8-CDG	717774004
12412	263501	COG4-CDG	718751000
12416	329178	Congenital muscular dystrophy with intellectual disability and severe epilepsy	782772000
12417	397941	MAN1B1-CDG	733450008
12428	280779	Cutaneous collagenous vasculopathy	718634003
12429	228174	Autosomal dominant Charcot-Marie-Tooth disease type 2N	719515001
12432	99945	Autosomal dominant Charcot-Marie-Tooth disease type 2L	719513008
12434	284232	Autosomal dominant Charcot-Marie-Tooth disease type 2O	782829002
12437	100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	765744006
12438	100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	765745007
12439	100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	765746008
12441	99952	Charcot-Marie-Tooth disease type 4F	715801001
12442	99954	Charcot-Marie-Tooth disease type 4H	715802008
12443	139515	Charcot-Marie-Tooth disease type 4J	720638000
12445	352675	X-linked Charcot-Marie-Tooth disease type 6	763347000
12446	329258	Autosomal dominant Charcot-Marie-Tooth disease type 2Q	773393001
12448	101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	725047007
12451	397968	Charcot-Marie-Tooth disease type 2R	774147002
12453	217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	773308001
12454	254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	773330000
12469	35706	Glutaric acidemia type 3	238070003
12474	75392	Periodontal Ehlers-Danlos syndrome	50869007
12486	52055	Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	722282008
12487	1495	Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome	722455002
12491	452	X-linked lissencephaly with abnormal genitalia	717632002
12492	261295	20p12.3 microdeletion syndrome	719650004
12501	391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome	774203000
12505	139406	Encephalopathy due to prosaposin deficiency	720864008
12524	275543	L1 syndrome	716996008
12528	34516	DNAJB6-related limb-girdle muscular dystrophy D1	719987009
12530	55595	TNP03-related limb-girdle muscular dystrophy D2	719989007
12531	55596	HNRNPDL-related limb-girdle muscular dystrophy D3	719990003
12533	34515	FKRP-related limb-girdle muscular dystrophy R9	718180000
12534	140922	Titin-related limb-girdle muscular dystrophy R10	725042001
12535	86812	POMT1-related limb-girdle muscular dystrophy R11	720523006
12536	206549	Anoctamin-5-related limb-girdle muscular dystrophy R12	726616006
12538	206554	Fukutin-related limb-girdle muscular dystrophy R13	726618007
12539	206559	POMT2-related limb-girdle muscular dystrophy R14	726617002
12540	206564	POMGNT1-related limb-girdle muscular dystrophy R15	725043006
12541	280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	726614009
12542	254361	Plectin-related limb-girdle muscular dystrophy R17	726615005
12543	369840	TRAPPC11-related limb-girdle muscular dystrophy R18	732929002
12544	363623	GMPPB-related limb-girdle muscular dystrophy R19	732930007
12547	331235	Selective IgM deficiency	190980000
12551	238722	Familial congenital mirror movements	784348007
12559	93473	Hurler syndrome	65327002
12560	93476	Hurler-Scheie syndrome	26745009
12561	93474	Scheie syndrome	73123008
12562	582	Mucopolysaccharidosis type 4	378007
12568	199351	Adult-onset dystonia-parkinsonism	720466001
12569	289560	Mitochondrial membrane protein-associated neurodegeneration	709415008
12570	329284	Beta-propeller protein-associated neurodegeneration	732959007
12571	397725	COASY protein-associated neurodegeneration	732264002
12585	157973	Congenital muscular dystrophy due to LMNA mutation	771272007
12586	98893	Congenital muscular dystrophy type 1B	764944006
12587	34520	Congenital muscular dystrophy with integrin alpha-7 deficiency	771267003
12591	178464	Hereditary myopathy with early respiratory failure	702373006
12592	98897	Oculopharyngodistal myopathy	763829004
12598	79084	Familial partial lipodystrophy, Köbberling type	725035001
12599	79085	AKT2-related familial partial lipodystrophy	1197746001
12600	79083	PPARG-related familial partial lipodystrophy	1197745002
12601	280356	PLIN1-related familial partial lipodystrophy	783616005
12603	79086	Acquired generalized lipodystrophy	86907008
12604	1979	Lipodystrophy due to peptidic growth factors deficiency	724176001
12610	157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome	773276004
12613	230851	Cardiac-valvular Ehlers-Danlos syndrome	720858001
12623	28	Vitamin B12-responsive methylmalonic acidemia	69614003
12631	140917	Stapes ankylosis with broad thumbs and toes	719305006
12635	2377	Laurence-Moon syndrome	232059000
12638	183713	Bacterial susceptibility due to TLR signaling pathway deficiency	718232007
